--------------------------------------------------------------
Output text data of Measurement
C:\Users\Public\Documents\Length Stds Data\L0168\straightness.rnd,25/05/2021 10:34:51 a.m.
Title,straightness
Sub Title,
Created By,c.young
Created Date/Time,12/05/2021 3:55:09 p.m.
Revised Date,24/05/2021 9:23:52 a.m.
Revised By,c.young
Revision No.,3
Start time of part program,25/05/2021 9:49:59 a.m.
End time of part program,25/05/2021 10:14:15 a.m.
--------------------------------------------------------------
Parameter LSLI,Straightness(In/Out)(STRt)
Straightness(In/Out)<Straight_4>,1.669µm

Extracted line,Filter Setting,Z Position,Angle Pos
Linear-Outer(VERT)<LN_4>,Gaussian-50%Low[0.25 mm],2.5055 mm,89.62 °
Curve No.,Point No.,ZPos (mm),Extracted line (µm),Profile (µm),LSD (µm),Delete Flag
1,191,3.5135,-0.4459,0.2702,0.3993,0
1,192,3.5175,-0.3224,0.2813,0.4106,0
1,193,3.5215,-0.0845,0.2924,0.4219,0
1,194,3.5255,0.1352,0.3033,0.4330,0
1,195,3.5295,0.2808,0.3140,0.4439,0
1,196,3.5335,0.4069,0.3242,0.4543,0
1,197,3.5375,0.5460,0.3339,0.4642,0
1,198,3.5415,0.6617,0.3428,0.4733,0
1,199,3.5455,0.7228,0.3509,0.4816,0
1,200,3.5495,0.7592,0.3580,0.4889,0
1,201,3.5535,0.7969,0.3640,0.4951,0
1,202,3.5575,0.8294,0.3687,0.5001,0
1,203,3.5615,0.8489,0.3723,0.5038,0
1,204,3.5655,0.8710,0.3746,0.5063,0
1,205,3.5695,0.8827,0.3757,0.5076,0
1,206,3.5735,0.8385,0.3756,0.5077,0
1,207,3.5775,0.7319,0.3745,0.5068,0
1,208,3.5815,0.6201,0.3724,0.5049,0
1,209,3.5855,0.5460,0.3695,0.5022,0
1,210,3.5895,0.4732,0.3659,0.4988,0
1,211,3.5935,0.3523,0.3619,0.4950,0
1,212,3.5975,0.2067,0.3576,0.4909,0
1,213,3.6015,0.0910,0.3531,0.4866,0
1,214,3.6055,-0.0143,0.3486,0.4824,0
1,215,3.6095,-0.1768,0.3442,0.4782,0
1,216,3.6135,-0.3562,0.3401,0.4742,0
1,217,3.6175,-0.4173,0.3362,0.4705,0
1,218,3.6215,-0.2977,0.3326,0.4671,0
1,219,3.6255,-0.0910,0.3293,0.4640,0
1,220,3.6295,0.0858,0.3262,0.4612,0
1,221,3.6335,0.2236,0.3234,0.4586,0
1,222,3.6375,0.3679,0.3207,0.4561,0
1,223,3.6415,0.5070,0.3181,0.4537,0
1,224,3.6455,0.5941,0.3154,0.4512,0
1,225,3.6495,0.6253,0.3126,0.4485,0
1,226,3.6535,0.6383,0.3095,0.4456,0
1,227,3.6575,0.6630,0.3060,0.4424,0
1,228,3.6615,0.7007,0.3022,0.4388,0
1,229,3.6655,0.7436,0.2980,0.4347,0
1,230,3.6695,0.7644,0.2933,0.4303,0
1,231,3.6735,0.7280,0.2882,0.4254,0
1,232,3.6775,0.6292,0.2828,0.4201,0
1,233,3.6815,0.5122,0.2770,0.4146,0
1,234,3.6855,0.4277,0.2710,0.4088,0
1,235,3.6895,0.3562,0.2650,0.4029,0
1,236,3.6935,0.2496,0.2589,0.3971,0
1,237,3.6975,0.1131,0.2530,0.3913,0
1,238,3.7015,-0.0052,0.2473,0.3859,0
1,239,3.7055,-0.1131,0.2419,0.3807,0
1,240,3.7095,-0.2613,0.2370,0.3760,0
1,241,3.7135,-0.4290,0.2327,0.3718,0
1,242,3.7175,-0.5018,0.2288,0.3682,0
1,243,3.7215,-0.4043,0.2256,0.3652,0
1,244,3.7255,-0.2002,0.2230,0.3628,0
1,245,3.7295,-0.0117,0.2209,0.3609,0
1,246,3.7335,0.1248,0.2194,0.3596,0
1,247,3.7375,0.2444,0.2184,0.3588,0
1,248,3.7415,0.3627,0.2178,0.3584,0
1,249,3.7455,0.4511,0.2175,0.3583,0
1,250,3.7495,0.5005,0.2175,0.3585,0
1,251,3.7535,0.5265,0.2178,0.3590,0
1,252,3.7575,0.5486,0.2181,0.3595,0
1,253,3.7615,0.5707,0.2186,0.3602,0
1,254,3.7655,0.5902,0.2192,0.3610,0
1,255,3.7695,0.6032,0.2199,0.3619,0
1,256,3.7735,0.5850,0.2207,0.3629,0
1,257,3.7775,0.5174,0.2216,0.3640,0
1,258,3.7815,0.4173,0.2227,0.3654,0
1,259,3.7855,0.3198,0.2241,0.3670,0
1,260,3.7895,0.2275,0.2259,0.3689,0
1,261,3.7935,0.1144,0.2280,0.3712,0
1,262,3.7975,-0.0143,0.2305,0.3739,0
1,263,3.8015,-0.1404,0.2335,0.3771,0
1,264,3.8055,-0.2626,0.2370,0.3809,0
1,265,3.8095,-0.3887,0.2411,0.3851,0
1,266,3.8135,-0.4693,0.2456,0.3898,0
1,267,3.8175,-0.4199,0.2506,0.3950,0
1,268,3.8215,-0.2340,0.2559,0.4005,0
1,269,3.8255,-0.0091,0.2615,0.4063,0
1,270,3.8295,0.1677,0.2672,0.4122,0
1,271,3.8335,0.2990,0.2729,0.4181,0
1,272,3.8375,0.4225,0.2784,0.4239,0
1,273,3.8415,0.5382,0.2837,0.4293,0
1,274,3.8455,0.6227,0.2885,0.4343,0
1,275,3.8495,0.6695,0.2926,0.4387,0
1,276,3.8535,0.7046,0.2961,0.4424,0
1,277,3.8575,0.7384,0.2988,0.4453,0
1,278,3.8615,0.7605,0.3006,0.4473,0
1,279,3.8655,0.7670,0.3015,0.4483,0
1,280,3.8695,0.7618,0.3015,0.4485,0
1,281,3.8735,0.7358,0.3005,0.4478,0
1,282,3.8775,0.6721,0.2988,0.4463,0
1,283,3.8815,0.5694,0.2963,0.4440,0
1,284,3.8855,0.4602,0.2932,0.4411,0
1,285,3.8895,0.3627,0.2896,0.4377,0
1,286,3.8935,0.2561,0.2856,0.4339,0
1,287,3.8975,0.1261,0.2814,0.4299,0
1,288,3.9015,0.0013,0.2771,0.4258,0
1,289,3.9055,-0.0988,0.2729,0.4217,0
1,290,3.9095,-0.2093,0.2687,0.4178,0
1,291,3.9135,-0.3393,0.2648,0.4141,0
1,292,3.9175,-0.4238,0.2611,0.4106,0
1,293,3.9215,-0.3770,0.2576,0.4073,0
1,294,3.9255,-0.2054,0.2545,0.4044,0
1,295,3.9295,0.0078,0.2515,0.4016,0
1,296,3.9335,0.1937,0.2488,0.3991,0
1,297,3.9375,0.3419,0.2461,0.3966,0
1,298,3.9415,0.4498,0.2435,0.3942,0
1,299,3.9455,0.5135,0.2408,0.3917,0
1,300,3.9495,0.5434,0.2379,0.3890,0
1,301,3.9535,0.5629,0.2348,0.3861,0
1,302,3.9575,0.5876,0.2314,0.3829,0
1,303,3.9615,0.6188,0.2276,0.3793,0
1,304,3.9655,0.6500,0.2235,0.3754,0
1,305,3.9695,0.6630,0.2190,0.3711,0
1,306,3.9735,0.6266,0.2141,0.3664,0
1,307,3.9775,0.5343,0.2089,0.3614,0
1,308,3.9815,0.4303,0.2035,0.3562,0
1,309,3.9855,0.3484,0.1978,0.3507,0
1,310,3.9895,0.2613,0.1921,0.3452,0
1,311,3.9935,0.1352,0.1864,0.3397,0
1,312,3.9975,-0.0078,0.1808,0.3343,0
1,313,4.0015,-0.1196,0.1753,0.3290,0
1,314,4.0055,-0.2210,0.1701,0.3240,0
1,315,4.0095,-0.3653,0.1651,0.3192,0
1,316,4.0135,-0.5213,0.1605,0.3148,0
1,317,4.0175,-0.5655,0.1561,0.3106,0
1,318,4.0215,-0.4420,0.1520,0.3067,0
1,319,4.0255,-0.2275,0.1480,0.3030,0
1,320,4.0295,-0.0260,0.1442,0.2993,0
1,321,4.0335,0.1326,0.1403,0.2957,0
1,322,4.0375,0.2691,0.1363,0.2919,0
1,323,4.0415,0.3731,0.1321,0.2878,0
1,324,4.0455,0.4264,0.1274,0.2834,0
1,325,4.0495,0.4459,0.1223,0.2784,0
1,326,4.0535,0.4641,0.1165,0.2728,0
1,327,4.0575,0.4927,0.1100,0.2665,0
1,328,4.0615,0.5239,0.1027,0.2594,0
1,329,4.0655,0.5551,0.0946,0.2516,0
1,330,4.0695,0.5733,0.0857,0.2429,0
1,331,4.0735,0.5408,0.0761,0.2334,0
1,332,4.0775,0.4446,0.0657,0.2233,0
1,333,4.0815,0.3224,0.0548,0.2126,0
1,334,4.0855,0.2288,0.0434,0.2014,0
1,335,4.0895,0.1560,0.0318,0.1899,0
1,336,4.0935,0.0533,0.0199,0.1783,0
1,337,4.0975,-0.0884,0.0081,0.1667,0
1,338,4.1015,-0.2158,-0.0034,0.1553,0
1,339,4.1055,-0.3029,-0.0147,0.1443,0
1,340,4.1095,-0.4030,-0.0254,0.1338,0
1,341,4.1135,-0.5694,-0.0354,0.1239,0
1,342,4.1175,-0.7475,-0.0448,0.1148,0
1,343,4.1215,-0.8099,-0.0532,0.1065,0
1,344,4.1255,-0.7007,-0.0609,0.0991,0
1,345,4.1295,-0.4953,-0.0676,0.0926,0
1,346,4.1335,-0.3003,-0.0734,0.0870,0
1,347,4.1375,-0.1482,-0.0784,0.0822,0
1,348,4.1415,-0.0195,-0.0826,0.0782,0
1,349,4.1455,0.0858,-0.0861,0.0749,0
1,350,4.1495,0.1469,-0.0889,0.0722,0
1,351,4.1535,0.1612,-0.0912,0.0702,0
1,352,4.1575,0.1599,-0.0930,0.0686,0
1,353,4.1615,0.1833,-0.0943,0.0675,0
1,354,4.1655,0.2340,-0.0953,0.0667,0
1,355,4.1695,0.2821,-0.0959,0.0663,0
1,356,4.1735,0.2873,-0.0962,0.0662,0
1,357,4.1775,0.2301,-0.0962,0.0664,0
1,358,4.1815,0.1326,-0.0959,0.0669,0
1,359,4.1855,0.0325,-0.0952,0.0678,0
1,360,4.1895,-0.0520,-0.0941,0.0691,0
1,361,4.1935,-0.1443,-0.0927,0.0708,0
1,362,4.1975,-0.2561,-0.0907,0.0729,0
1,363,4.2015,-0.3705,-0.0883,0.0755,0
1,364,4.2055,-0.4862,-0.0854,0.0786,0
1,365,4.2095,-0.6175,-0.0820,0.0822,0
1,366,4.2135,-0.7384,-0.0781,0.0864,0
1,367,4.2175,-0.7540,-0.0736,0.0910,0
1,368,4.2215,-0.6149,-0.0688,0.0960,0
1,369,4.2255,-0.3926,-0.0636,0.1015,0
1,370,4.2295,-0.1963,-0.0580,0.1072,0
1,371,4.2335,-0.0520,-0.0523,0.1131,0
1,372,4.2375,0.0767,-0.0464,0.1192,0
1,373,4.2415,0.1950,-0.0406,0.1253,0
1,374,4.2455,0.2691,-0.0348,0.1312,0
1,375,4.2495,0.3003,-0.0292,0.1371,0
1,376,4.2535,0.3263,-0.0238,0.1426,0
1,377,4.2575,0.3575,-0.0187,0.1479,0
1,378,4.2615,0.3796,-0.0140,0.1529,0
1,379,4.2655,0.3874,-0.0095,0.1575,0
1,380,4.2695,0.3913,-0.0054,0.1619,0
1,381,4.2735,0.3757,-0.0015,0.1660,0
1,382,4.2775,0.3107,0.0022,0.1699,0
1,383,4.2815,0.2054,0.0058,0.1736,0
1,384,4.2855,0.0962,0.0093,0.1773,0
1,385,4.2895,-0.0039,0.0129,0.1811,0
1,386,4.2935,-0.1118,0.0166,0.1851,0
1,387,4.2975,-0.2223,0.0206,0.1892,0
1,388,4.3015,-0.3289,0.0249,0.1937,0
1,389,4.3055,-0.4511,0.0295,0.1985,0
1,390,4.3095,-0.5993,0.0345,0.2037,0
1,391,4.3135,-0.7007,0.0398,0.2093,0
1,392,4.3175,-0.6539,0.0455,0.2152,0
1,393,4.3215,-0.4550,0.0515,0.2214,0
1,394,4.3255,-0.2145,0.0576,0.2277,0
1,395,4.3295,-0.0221,0.0638,0.2341,0
1,396,4.3335,0.1222,0.0699,0.2403,0
1,397,4.3375,0.2522,0.0757,0.2464,0
1,398,4.3415,0.3601,0.0812,0.2521,0
1,399,4.3455,0.4264,0.0861,0.2572,0
1,400,4.3495,0.4615,0.0904,0.2617,0
1,401,4.3535,0.4927,0.0938,0.2653,0
1,402,4.3575,0.5213,0.0964,0.2681,0
1,403,4.3615,0.5434,0.0980,0.2699,0
1,404,4.3655,0.5616,0.0986,0.2707,0
1,405,4.3695,0.5720,0.0982,0.2705,0
1,406,4.3735,0.5525,0.0969,0.2694,0
1,407,4.3775,0.4836,0.0947,0.2674,0
1,408,4.3815,0.3835,0.0918,0.2647,0
1,409,4.3855,0.2899,0.0882,0.2613,0
1,410,4.3895,0.2015,0.0841,0.2574,0
1,411,4.3935,0.0897,0.0797,0.2532,0
1,412,4.3975,-0.0481,0.0751,0.2488,0
1,413,4.4015,-0.1716,0.0706,0.2445,0
1,414,4.4055,-0.2691,0.0662,0.2403,0
1,415,4.4095,-0.3900,0.0621,0.2364,0
1,416,4.4135,-0.5577,0.0584,0.2329,0
1,417,4.4175,-0.6877,0.0552,0.2300,0
1,418,4.4215,-0.6669,0.0526,0.2275,0
1,419,4.4255,-0.4914,0.0505,0.2257,0
1,420,4.4295,-0.2704,0.0490,0.2244,0
1,421,4.4335,-0.0871,0.0481,0.2236,0
1,422,4.4375,0.0585,0.0476,0.2233,0
1,423,4.4415,0.1898,0.0475,0.2234,0
1,424,4.4455,0.2860,0.0478,0.2239,0
1,425,4.4495,0.3276,0.0482,0.2246,0
1,426,4.4535,0.3328,0.0489,0.2254,0
1,427,4.4575,0.3432,0.0496,0.2263,0
1,428,4.4615,0.3770,0.0503,0.2272,0
1,429,4.4655,0.4251,0.0509,0.2281,0
1,430,4.4695,0.4602,0.0515,0.2289,0
1,431,4.4735,0.4563,0.0521,0.2296,0
1,432,4.4775,0.3978,0.0525,0.2303,0
1,433,4.4815,0.3042,0.0530,0.2309,0
1,434,4.4855,0.2054,0.0534,0.2316,0
1,435,4.4895,0.1131,0.0540,0.2323,0
1,436,4.4935,0.0091,0.0546,0.2332,0
1,437,4.4975,-0.1079,0.0556,0.2343,0
1,438,4.5015,-0.2210,0.0567,0.2357,0
1,439,4.5055,-0.3276,0.0583,0.2375,0
1,440,4.5095,-0.4550,0.0602,0.2396,0
1,441,4.5135,-0.5824,0.0626,0.2421,0
1,442,4.5175,-0.6162,0.0653,0.2451,0
1,443,4.5215,-0.4992,0.0685,0.2485,0
1,444,4.5255,-0.2847,0.0721,0.2522,0
1,445,4.5295,-0.0754,0.0759,0.2563,0
1,446,4.5335,0.0832,0.0801,0.2607,0
1,447,4.5375,0.2054,0.0845,0.2653,0
1,448,4.5415,0.3003,0.0890,0.2699,0
1,449,4.5455,0.3640,0.0935,0.2747,0
1,450,4.5495,0.4056,0.0980,0.2794,0
1,451,4.5535,0.4407,0.1025,0.2841,0
1,452,4.5575,0.4628,0.1068,0.2886,0
1,453,4.5615,0.4771,0.1110,0.2930,0
1,454,4.5655,0.4966,0.1151,0.2973,0
1,455,4.5695,0.5161,0.1191,0.3015,0
1,456,4.5735,0.4940,0.1230,0.3056,0
1,457,4.5775,0.4095,0.1269,0.3097,0
1,458,4.5815,0.3003,0.1308,0.3138,0
1,459,4.5855,0.2093,0.1349,0.3181,0
1,460,4.5895,0.1209,0.1392,0.3226,0
1,461,4.5935,0.0000,0.1437,0.3273,0
1,462,4.5975,-0.1339,0.1486,0.3325,0
1,463,4.6015,-0.2470,0.1540,0.3380,0
1,464,4.6055,-0.3614,0.1597,0.3439,0
1,465,4.6095,-0.5018,0.1659,0.3503,0
1,466,4.6135,-0.5941,0.1724,0.3570,0
1,467,4.6175,-0.5226,0.1793,0.3641,0
1,468,4.6215,-0.2886,0.1863,0.3714,0
