--------------------------------------------------------------
Output text data of Measurement
C:\Users\Public\Documents\Length Stds Data\L0168\straightness.rnd,25/05/2021 10:35:32 a.m.
Title,straightness
Sub Title,
Created By,c.young
Created Date/Time,12/05/2021 3:55:09 p.m.
Revised Date,24/05/2021 9:23:52 a.m.
Revised By,c.young
Revision No.,3
Start time of part program,25/05/2021 9:49:59 a.m.
End time of part program,25/05/2021 10:14:15 a.m.
--------------------------------------------------------------
Parameter LSLI,Straightness(In/Out)(STRt)
Straightness(In/Out)<Straight_6>,1.064µm

Extracted line,Filter Setting,Z Position,Angle Pos
Linear-Outer(VERT)<LN_6>,Gaussian-50%Low[0.25 mm],2.5035 mm,179.82 °
Curve No.,Point No.,ZPos (mm),Extracted line (µm),Profile (µm),LSD (µm),Delete Flag
1,100,3.1475,-1.0348,-1.3461,-0.2007,0
1,101,3.1515,-1.1232,-1.3480,-0.2024,0
1,102,3.1555,-1.2129,-1.3491,-0.2034,0
1,103,3.1595,-1.2935,-1.3496,-0.2037,0
1,104,3.1635,-1.3923,-1.3493,-0.2033,0
1,105,3.1675,-1.5249,-1.3482,-0.2021,0
1,106,3.1715,-1.6562,-1.3463,-0.2001,0
1,107,3.1755,-1.7693,-1.3436,-0.1972,0
1,108,3.1795,-1.8928,-1.3401,-0.1936,0
1,109,3.1835,-2.0215,-1.3358,-0.1892,0
1,110,3.1875,-2.0670,-1.3308,-0.1840,0
1,111,3.1915,-1.9487,-1.3252,-0.1783,0
1,112,3.1955,-1.7199,-1.3191,-0.1720,0
1,113,3.1995,-1.5028,-1.3125,-0.1653,0
1,114,3.2035,-1.3546,-1.3057,-0.1584,0
1,115,3.2075,-1.2363,-1.2989,-0.1514,0
1,116,3.2115,-1.1167,-1.2920,-0.1445,0
1,117,3.2155,-1.0088,-1.2855,-0.1377,0
1,118,3.2195,-0.9295,-1.2793,-0.1314,0
1,119,3.2235,-0.8749,-1.2736,-0.1256,0
1,120,3.2275,-0.8424,-1.2686,-0.1205,0
1,121,3.2315,-0.8333,-1.2643,-0.1161,0
1,122,3.2355,-0.8372,-1.2609,-0.1125,0
1,123,3.2395,-0.8346,-1.2582,-0.1097,0
1,124,3.2435,-0.8281,-1.2564,-0.1077,0
1,125,3.2475,-0.8450,-1.2553,-0.1065,0
1,126,3.2515,-0.9113,-1.2549,-0.1060,0
1,127,3.2555,-1.0153,-1.2552,-0.1061,0
1,128,3.2595,-1.1245,-1.2559,-0.1067,0
1,129,3.2635,-1.2233,-1.2569,-0.1076,0
1,130,3.2675,-1.3273,-1.2582,-0.1088,0
1,131,3.2715,-1.4378,-1.2596,-0.1100,0
1,132,3.2755,-1.5457,-1.2609,-0.1111,0
1,133,3.2795,-1.6588,-1.2620,-0.1121,0
1,134,3.2835,-1.7953,-1.2629,-0.1128,0
1,135,3.2875,-1.9227,-1.2634,-0.1132,0
1,136,3.2915,-1.9526,-1.2635,-0.1132,0
1,137,3.2955,-1.8382,-1.2633,-0.1129,0
1,138,3.2995,-1.6419,-1.2627,-0.1121,0
1,139,3.3035,-1.4586,-1.2618,-0.1111,0
1,140,3.3075,-1.3156,-1.2606,-0.1097,0
1,141,3.3115,-1.1843,-1.2592,-0.1082,0
1,142,3.3155,-1.0608,-1.2578,-0.1067,0
1,143,3.3195,-0.9776,-1.2563,-0.1051,0
1,144,3.3235,-0.9438,-1.2550,-0.1036,0
1,145,3.3275,-0.9334,-1.2539,-0.1024,0
1,146,3.3315,-0.9139,-1.2530,-0.1014,0
1,147,3.3355,-0.8788,-1.2525,-0.1008,0
1,148,3.3395,-0.8372,-1.2524,-0.1005,0
1,149,3.3435,-0.8112,-1.2526,-0.1005,0
1,150,3.3475,-0.8333,-1.2531,-0.1009,0
1,151,3.3515,-0.9152,-1.2539,-0.1016,0
1,152,3.3555,-1.0218,-1.2549,-0.1025,0
1,153,3.3595,-1.1141,-1.2561,-0.1035,0
1,154,3.3635,-1.1999,-1.2573,-0.1046,0
1,155,3.3675,-1.3117,-1.2584,-0.1056,0
1,156,3.3715,-1.4456,-1.2593,-0.1064,0
1,157,3.3755,-1.5678,-1.2600,-0.1068,0
1,158,3.3795,-1.6822,-1.2602,-0.1070,0
1,159,3.3835,-1.8187,-1.2600,-0.1066,0
1,160,3.3875,-1.9383,-1.2592,-0.1057,0
1,161,3.3915,-1.9435,-1.2579,-0.1043,0
1,162,3.3955,-1.8005,-1.2560,-0.1022,0
1,163,3.3995,-1.5951,-1.2536,-0.0996,0
1,164,3.4035,-1.4222,-1.2506,-0.0965,0
1,165,3.4075,-1.2909,-1.2471,-0.0929,0
1,166,3.4115,-1.1661,-1.2431,-0.0888,0
1,167,3.4155,-1.0504,-1.2388,-0.0844,0
1,168,3.4195,-0.9698,-1.2342,-0.0796,0
1,169,3.4235,-0.9217,-1.2294,-0.0746,0
1,170,3.4275,-0.8931,-1.2243,-0.0694,0
1,171,3.4315,-0.8788,-1.2191,-0.0641,0
1,172,3.4355,-0.8749,-1.2137,-0.0586,0
1,173,3.4395,-0.8606,-1.2083,-0.0530,0
1,174,3.4435,-0.8398,-1.2026,-0.0472,0
1,175,3.4475,-0.8528,-1.1968,-0.0413,0
1,176,3.4515,-0.9308,-1.1908,-0.0351,0
1,177,3.4555,-1.0400,-1.1844,-0.0286,0
1,178,3.4595,-1.1297,-1.1777,-0.0218,0
1,179,3.4635,-1.2116,-1.1706,-0.0145,0
1,180,3.4675,-1.3208,-1.1629,-0.0067,0
1,181,3.4715,-1.4495,-1.1547,0.0017,0
1,182,3.4755,-1.5704,-1.1458,0.0107,0
1,183,3.4795,-1.6952,-1.1364,0.0203,0
1,184,3.4835,-1.8200,-1.1263,0.0305,0
1,185,3.4875,-1.8707,-1.1156,0.0413,0
1,186,3.4915,-1.7589,-1.1044,0.0526,0
1,187,3.4955,-1.5210,-1.0928,0.0644,0
1,188,3.4995,-1.2896,-1.0808,0.0765,0
1,189,3.5035,-1.1284,-1.0686,0.0888,0
1,190,3.5075,-1.0010,-1.0564,0.1012,0
1,191,3.5115,-0.8593,-1.0442,0.1135,0
1,192,3.5155,-0.7280,-1.0324,0.1255,0
1,193,3.5195,-0.6383,-1.0209,0.1370,0
1,194,3.5235,-0.5902,-1.0101,0.1481,0
1,195,3.5275,-0.5694,-0.9999,0.1584,0
1,196,3.5315,-0.5655,-0.9904,0.1680,0
1,197,3.5355,-0.5642,-0.9818,0.1767,0
1,198,3.5395,-0.5434,-0.9741,0.1846,0
1,199,3.5435,-0.5135,-0.9673,0.1915,0
1,200,3.5475,-0.5265,-0.9613,0.1977,0
1,201,3.5515,-0.6058,-0.9561,0.2030,0
1,202,3.5555,-0.7150,-0.9516,0.2076,0
1,203,3.5595,-0.8099,-0.9477,0.2116,0
1,204,3.5635,-0.8983,-0.9443,0.2152,0
1,205,3.5675,-1.0127,-0.9413,0.2183,0
1,206,3.5715,-1.1453,-0.9386,0.2212,0
1,207,3.5755,-1.2584,-0.9360,0.2239,0
1,208,3.5795,-1.3637,-0.9335,0.2265,0
1,209,3.5835,-1.4911,-0.9311,0.2291,0
1,210,3.5875,-1.6029,-0.9286,0.2317,0
1,211,3.5915,-1.6003,-0.9261,0.2343,0
1,212,3.5955,-1.4521,-0.9236,0.2370,0
1,213,3.5995,-1.2363,-0.9211,0.2396,0
1,214,3.6035,-1.0452,-0.9188,0.2421,0
1,215,3.6075,-0.8892,-0.9166,0.2443,0
1,216,3.6115,-0.7514,-0.9148,0.2463,0
1,217,3.6155,-0.6370,-0.9134,0.2479,0
1,218,3.6195,-0.5668,-0.9125,0.2489,0
1,219,3.6235,-0.5369,-0.9122,0.2493,0
