--------------------------------------------------------------
Output text data of Measurement
C:\Users\Public\Documents\Length Stds Data\L0168\straightness.rnd,19/05/2021 3:04:06 p.m.
Title,straightness
Sub Title,
Created By,c.young
Created Date/Time,12/05/2021 3:55:09 p.m.
Revised Date,19/05/2021 2:13:19 p.m.
Revised By,c.young
Revision No.,2
Start time of part program,19/05/2021 2:48:06 p.m.
End time of part program,19/05/2021 3:00:40 p.m.
--------------------------------------------------------------
Parameter LSLI,Straightness(In/Out)(STRt)
Straightness(In/Out)<Straight_4>,2.071µm

Extracted line,Filter Setting,Z Position,Angle Pos
Linear-Outer(VERT)<LN_4>,Gaussian-50%Low[0.25 mm],2.5005 mm,89.87 °
Curve No.,Point No.,ZPos (mm),Extracted line (µm),Profile (µm),LSD (µm),Delete Flag
1,243,3.7165,-0.8554,-1.3160,0.4582,0
1,244,3.7205,-0.8736,-1.3174,0.4569,0
1,245,3.7245,-0.8840,-1.3197,0.4548,0
1,246,3.7285,-0.8983,-1.3228,0.4518,0
1,247,3.7325,-0.9386,-1.3266,0.4481,0
1,248,3.7365,-1.0179,-1.3310,0.4439,0
1,249,3.7405,-1.1349,-1.3359,0.4391,0
1,250,3.7445,-1.2779,-1.3411,0.4341,0
1,251,3.7485,-1.4274,-1.3464,0.4289,0
1,252,3.7525,-1.5678,-1.3518,0.4237,0
1,253,3.7565,-1.7095,-1.3570,0.4186,0
1,254,3.7605,-1.8720,-1.3619,0.4138,0
1,255,3.7645,-2.0462,-1.3665,0.4093,0
1,256,3.7685,-2.1658,-1.3707,0.4053,0
1,257,3.7725,-2.1528,-1.3744,0.4017,0
1,258,3.7765,-2.0046,-1.3776,0.3986,0
1,259,3.7805,-1.7953,-1.3805,0.3959,0
1,260,3.7845,-1.5977,-1.3829,0.3936,0
1,261,3.7885,-1.4300,-1.3851,0.3915,0
1,262,3.7925,-1.2922,-1.3872,0.3896,0
1,263,3.7965,-1.1713,-1.3892,0.3877,0
1,264,3.8005,-1.0621,-1.3912,0.3858,0
1,265,3.8045,-0.9711,-1.3935,0.3837,0
1,266,3.8085,-0.9269,-1.3960,0.3813,0
1,267,3.8125,-0.9412,-1.3990,0.3785,0
1,268,3.8165,-0.9828,-1.4023,0.3753,0
1,269,3.8205,-1.0010,-1.4061,0.3716,0
1,270,3.8245,-0.9906,-1.4104,0.3674,0
1,271,3.8285,-0.9893,-1.4152,0.3628,0
1,272,3.8325,-1.0348,-1.4203,0.3579,0
1,273,3.8365,-1.1219,-1.4257,0.3526,0
1,274,3.8405,-1.2298,-1.4312,0.3472,0
1,275,3.8445,-1.3468,-1.4368,0.3417,0
1,276,3.8485,-1.4846,-1.4424,0.3363,0
1,277,3.8525,-1.6432,-1.4477,0.3311,0
1,278,3.8565,-1.8018,-1.4527,0.3262,0
1,279,3.8605,-1.9500,-1.4573,0.3218,0
1,280,3.8645,-2.0943,-1.4613,0.3179,0
1,281,3.8685,-2.2191,-1.4648,0.3146,0
1,282,3.8725,-2.2516,-1.4675,0.3119,0
1,283,3.8765,-2.1437,-1.4697,0.3099,0
1,284,3.8805,-1.9357,-1.4712,0.3086,0
1,285,3.8845,-1.7186,-1.4721,0.3078,0
1,286,3.8885,-1.5431,-1.4724,0.3076,0
1,287,3.8925,-1.4014,-1.4723,0.3078,0
1,288,3.8965,-1.2740,-1.4719,0.3084,0
1,289,3.9005,-1.1635,-1.4712,0.3092,0
1,290,3.9045,-1.0790,-1.4703,0.3102,0
1,291,3.9085,-1.0335,-1.4693,0.3114,0
1,292,3.9125,-1.0309,-1.4683,0.3125,0
1,293,3.9165,-1.0569,-1.4673,0.3136,0
1,294,3.9205,-1.0816,-1.4664,0.3147,0
1,295,3.9245,-1.0881,-1.4654,0.3158,0
1,296,3.9285,-1.0946,-1.4645,0.3168,0
1,297,3.9325,-1.1336,-1.4636,0.3179,0
1,298,3.9365,-1.2129,-1.4625,0.3191,0
1,299,3.9405,-1.3169,-1.4612,0.3205,0
1,300,3.9445,-1.4352,-1.4597,0.3222,0
1,301,3.9485,-1.5743,-1.4579,0.3242,0
1,302,3.9525,-1.7368,-1.4556,0.3266,0
1,303,3.9565,-1.9058,-1.4528,0.3295,0
1,304,3.9605,-2.0670,-1.4495,0.3329,0
1,305,3.9645,-2.2009,-1.4457,0.3369,0
1,306,3.9685,-2.2620,-1.4414,0.3413,0
1,307,3.9725,-2.1918,-1.4366,0.3462,0
1,308,3.9765,-1.9864,-1.4314,0.3515,0
1,309,3.9805,-1.7316,-1.4260,0.3571,0
1,310,3.9845,-1.5132,-1.4204,0.3628,0
1,311,3.9885,-1.3520,-1.4149,0.3685,0
1,312,3.9925,-1.2207,-1.4095,0.3740,0
1,313,3.9965,-1.0985,-1.4044,0.3792,0
1,314,4.0005,-0.9945,-1.3999,0.3839,0
1,315,4.0045,-0.9217,-1.3959,0.3880,0
1,316,4.0085,-0.8892,-1.3928,0.3912,0
1,317,4.0125,-0.8905,-1.3905,0.3936,0
1,318,4.0165,-0.9087,-1.3892,0.3951,0
1,319,4.0205,-0.9295,-1.3888,0.3956,0
1,320,4.0245,-0.9399,-1.3894,0.3952,0
1,321,4.0285,-0.9464,-1.3908,0.3939,0
1,322,4.0325,-0.9711,-1.3931,0.3917,0
1,323,4.0365,-1.0387,-1.3961,0.3889,0
1,324,4.0405,-1.1557,-1.3995,0.3856,0
1,325,4.0445,-1.3065,-1.4034,0.3819,0
1,326,4.0485,-1.4690,-1.4074,0.3779,0
